PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
S	"Sousa, Joaquim J.; Ruiz, Antonio M.; Hooper, Andrew J.; Hanssen, Ramon F.; Perski, Zbigniew; Bastos, Luisa C.; Gil, Antonio J.; Galindo-Zaldivar, Jesus; Sanz de Galdeano, Carlos; Alfaro, Pedro; Selmira Garrido, Ma; Armenteros, Juan A.; Gimenez, Elena; Aviles, Manuel"				"Garcia-Armenteros, Juan/H-7242-2015; Gil, Antonio/L-8173-2014"	"Garcia-Armenteros, Juan/0000-0001-5274-3293; Gil, Antonio/0000-0003-0351-4106"	"Varajao, J; Cunha, M; BjornAndersen, N; Turner, R; Wijesekera, D; Martinho, R; Rijo, R"		Multi-temporal InSAR for deformation monitoring of the Granada and Padul faults and the surrounding area (Betic Cordillera, southern Spain)								CENTERIS 2014 - CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS / PROJMAN 2014 - INTERNATIONAL CONFERENCE ON PROJECT MANAGEMENT / HCIST 2014 - INTERNATIONAL CONFERENCE ON HEALTH AND SOCIAL CARE INFORMATION SYSTEMS AND TECHNOLOGIES		Procedia Technology		16				886	896		10.1016/j.protcy.2014.10.040			2014	2014						Conference on ENTERprise Information Systems (CENTERIS) / International Conference on Project MANagement (ProjMAN) / International Conference on Health and Social Care Information Systems and Technologies (HCIST)Conference on ENTERprise Information Systems (CENTERIS) / International Conference on Project MANagement (ProjMAN) / International Conference on Health and Social Care Information Systems and Technologies (HCIST)	OCT 15-17, 2014OCT 15-17, 2014		Troia, PORTUGALTroia, PORTUGAL	0	0	0	0	0	0			2212-0173		*****************	WOS:000360404800098	
J	"CASTRO, A; MORENOVENTAS, I; DELAROSA, JD"				de la Rosa, Jesus Damian/C-9385-2011	de la Rosa, Jesus Damian/0000-0001-6644-8754			MULTISTAGE CRYSTALLIZATION OF TONALITIC ENCLAVES IN GRANITOID ROCKS (HERCYNIAN BELT, SPAIN) - IMPLICATIONS FOR MAGMA MIXING								GEOLOGISCHE RUNDSCHAU				80	1			109	120		10.1007/BF01828770			1991	1991										23	3	0	1	0	26			0016-7835			WOS:A1991FQ46900006	
J	"SanchezMaranon, M; Delgado, R; Parraga, J; Delgado, G"								Multivariate analysis in the quantitative evaluation of soils for reforestation in the Sierra Nevada (southern Spain)								GEODERMA				69	3-abr			233	248		10.1016/0016-7061(95)00065-8			feb-96	1996										11	0	0	5	1	11			0016-7061			WOS:A1996TZ36000006	
J	"Sanchez-Maranon, R. Delgado; Parraga, J.; Delgado, G."								Multivariate analysis in the quantitative evaluation of soils for reforestation in the Sierra Nevada, (southern Spain)								Geoderma				69	3-abr			233	248					1996	1996										0	0	0	0	0	0			0016-7061			BIOSIS:PREV199698784269	
J	Prados Velasco, Ma Jose								NATURBANIZATION AND URBAN PATTERNS IN NATIONAL PARKS IN ANDALUSIA								BOLETIN DE LA ASOCIACION DE GEOGRAFOS ESPANOLES					60			19	+					2012	2012										0	0	0	0	0	0			0212-9426			WOS:000311706000002	
J	"de Galdeano, CS; Lopez-Garrido, AC"								Nature and impact of the Neotectonic deformation in the western Sierra Nevada (Spain)								GEOMORPHOLOGY				30	3			259	272					nov-99	1999										24	0	0	2	0	24			0169-555X			WOS:000084347000004	
J	"Achotegui-Castells, Ander; Llusia, Joan; Hodar, Jose A.; Penuelas, Josep"				Penuelas, Josep/D-9704-2011	Penuelas, Josep/0000-0002-7215-0150			Needle terpene concentrations and emissions of two coexisting subspecies of Scots pine attacked by the pine processionary moth (Thaumetopoea pityocampa)								ACTA PHYSIOLOGIAE PLANTARUM				35	10			3047	3058		10.1007/s11738-013-1337-3			oct-13	2013										3	0	0	3	0	3			0137-5881			WOS:000324549000017	
J	"Sarasa, Mathieu; Serrano, Emmanuel; Soriguer, Ramon C.; Granados, Jose-Enrique; Fandos, Paulino; Gonzalez, Georges; Joachim, Jean; Perez, Jesus M."				"Sarasa, Mathieu/H-1002-2011; CSIC, EBD Donana/C-4157-2011; Serrano, Emmanuel/J-4489-2013; Soriguer, Ramon/J-1494-2014; Fandos, Paulino/M-7304-2015"	"CSIC, EBD Donana/0000-0003-4318-6602; Serrano, Emmanuel/0000-0002-9799-9804; Soriguer, Ramon/0000-0002-9165-7766; Fandos, Paulino/0000-0002-9607-8931"			Negative effect of the arthropod parasite, Sarcoptes scabiei, on testes mass in Iberian ibex, Capra pyrenaica								VETERINARY PARASITOLOGY				175	3-abr			306	312		10.1016/j.vetpar.2010.10.024			FEB 10 2011	2011										12	0	0	9	0	12			0304-4017	1873-2550		WOS:000287437800014	21074328
J	"Ocana, A.; Pena Santiago, R.; Hernandez Ruiz, J.; Morales Baquero, R."								Nematodes of the order Dorylaimida (Pearse, 1942) in different high-mountain lakes of the Sierra Nevada (Granada, Spain)								Nematology				4	2			187	187					2002	2002						Fourth International Congress of Nematology Programme and AbstractsFourth International Congress of Nematology Programme and Abstracts	June 08-13, 2002June 08-13, 2002		Tenerife, Canary Islands, SpainTenerife, Canary Islands, Spain	0	0	0	0	0	0			1388-5545			BIOSIS:PREV200200475651	
J	"Alvarez-Ortega, Sergio; Pena-Santiago, Reyes"				"Alvarez-Ortega, Sergio/C-2064-2016; "	"Alvarez-Ortega, Sergio/0000-0003-2077-5041; Pena Santiago, Reyes/0000-0003-1125-5490"			Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. Nevadanema nevadense gen. n., sp n. (Qudsianematidae) from Sierra Nevada National Park								NEMATOLOGY				14				249	264		10.1163/138855411X589309			2012	2012										9	0	0	11	0	11			1388-5545			WOS:000300037100013	
J	"Abolafia, Joaquin; Pena Santiago, Reyes"								Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. The genus Mesodorylaimus Andrassy, 1959. 2. Two new species with pre- and/or postvulval ornamentations.								Russian Journal of Nematology				5	2			81	88					November 10 1997	1997										1	0	0	2	0	2			0869-6918			ZOOREC:ZOOR13400059754	
J	"Pena Santiago, Reyes; Abolafia, Joaquin"								Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. The genus Mesodorylaimus Andrassy, 1959. V. Two new species close to M. bastiani with a compendium of its relatives.								Nematology				2	6			655	668					2000	2000										1	0	0	1	0	1			1388-5545			ZOOREC:ZOOR13700026900	
J	"Liebanas, Gracia; Pena Santiago, Reyes"								Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. The genus Nygolaimus Cobb, 1913. 2. Description of two new species.								Russian Journal of Nematology				5	1			7	16					April 2 1997	1997										0	0	0	0	0	0			0869-6918			ZOOREC:ZOOR13400016924	
S	Haeseler, V			DEUT GESELL ALLGEMEINE & ANGEWANDTE ENTOMOLOG					Nest breaking, theft of provisions and brood parasitism in the digger wasp Ammophila hungarica Mocsary 1883 (Hymenoptera, Sphecidae)								COMMUNICATIONS OF THE GERMAN SOCIETY FOR GENERAL AND APPLIED ENTOMONOLOGY, VOL 9 NO 4-6, SEPTEMBER 1995		MITTEILUNGEN DER DEUTSCHEN GESELLSCHAFT FUR ALLGEMEINE UND ANGEWANDTE ENTOMOLOGIE		9	4-jun			603	615					1995	1995						9th Conference of the Deutschen-Gesellschaft-fur-Allgemeine-und-Angewandte-Entomologie9th Conference of the Deutschen-Gesellschaft-fur-Allgemeine-und-Angewandte-Entomologie	MAR 23-27, 1993MAR 23-27, 1993	Deut Gesell Allgemeine & Angewandte EntomolDeut Gesell Allgemeine & Angewandte Entomol	JENA, GERMANYJENA, GERMANY	0	0	0	0	0	0			0344-9084			WOS:A1995BE99D00025	
J	Moreno-Rueda, G.								Nest-box selection by insectivorous birds in Sierra Nevada.				Seleccion de cajas-nido por aves insectivoras en Sierra Nevada.				Zoologica Baetica				13-14				131	138					2002-2003	2003										1	0	0	1	0	1			1130-4251			ZOOREC:ZOOR14212075470	
J	ZAMORA, R								NEST-SITE SELECTION OF THE COMMON WHEATEAR IN HIGH MOUNTAIN AREAS OF SOUTHEASTERN SPAIN								WILSON BULLETIN				102	1			178	180					mar-90	1990										4	0	0	2	0	4			0043-5643			WOS:A1990CR50200024	
J	Gusenleitner, J.								Neue Leptochilus-Arten aus dem Mittelmeergebiet und dem Iran (Hymenoptera, Eumenidae).								Entomofauna				6	9			81	101					1985	1985										0	0	0	1	0	1			0250-4413			ZOOREC:ZOOR12200006542	
J	Wagner, R.								Neue Wiedemannia-Arten aus der rhynchops-Gruppe (Diptera, Empididae, Clinocerinae).								Entomofauna				11	13			229	240					1990	1990										5	0	0	5	0	5			0250-4413			ZOOREC:ZOOR12700027683	
J	Garrido-Garcia, J. A.								New altitude record for Chiroptera in Europe								Myotis				37				103	103					March, 1999	1999										0	0	0	0	0	0			0580-3896			BIOSIS:PREV200000397191	
J	"Luceno, Modesto; Jimenez Mejias, Pedro; Escudero, Marcia; Sanchez Gullon, Enrique; Weickert, Pedro"								New chorological records of two rare Cyperaceae from Andalusia				NUEVAS CITAS DE DOS CIPERACEAS RARAS EN ANDALUCIA				Acta Botanica Malacitana				32				311	312					2007	2007										1	0	0	1	0	1			0210-9506			BCI:BCI200800191285	
S	"Costillo, Luis P.; Ramos, J. Luis; Ibanez, J. Miguel; Aparicio, Beatriz; Herranz, Miguel; Garcia, Antonio J."				Herranz De La Revilla, Miguel Luis/L-5991-2014		"Lewis, H; Bridger, A"		New control system for the 1.5m and 0.9m telescopes at Sierra Nevada Observatory - art. no. 62741I								Advanced Software and Control for Astronomy		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		6274				I2741	I2741	62741I	10.1117/12.671308			2006	2006						Conference on Advanced Software and Control for AstronomyConference on Advanced Software and Control for Astronomy	MAY 24-26, 2006MAY 24-26, 2006	SPIESPIE	Orlando, FLOrlando, FL	0	0	0	0	0	0			0277-786X		0-8194-6339-6	WOS:000240720200049	
J	"MOTA J F; VALLE F"								NEW DATA FOR THE FLORA OF SIERRA NEVADA ANDALUSIA SPAIN								Webbia				40	2			323	334					1986	1986										0	0	0	1	0	1			0083-7792			BIOSIS:PREV198784032465	
J	"Benoit, F.; Marki, H."								New data from the winter range of citril finch Serinus citrinella in Spain.				Nouvelles donnees sur les quartiers d'hiver du Venturon montagnard Serinus citrinella en Espagne.				Nos Oiseaux				51	1			1	10				No 475	Mars 2004	2004										2	0	0	3	0	3			0029-3725			ZOOREC:ZOOR14005032316	
J	Lozez-Colon, Jose Ignacio								New data on Lucanidae and Melolonthidae from the Sierra Nevada (Iberian Peninsula) (Coleoptera)								Nouvelle Revue d'Entomologie				9	1			89	90					1992	1992										0	0	0	0	0	0			0374-9797			BIOSIS:PREV199344024895	
J	"Monserrat, V. J.; Trivino, V.; Acevedo, F.; Garcia, A."								New data on some brown lacewings species from the Iberian Peninsula and the Canary Islands, including a new Neotropical invasive species in Portugal				NUEVOS DATOS SOBRE ALGUNAS ESPECIES DE HEMEROBIDOS DE LA PENINSULA IBERICA E ISLAS CANARIAS, INCLUYENDO UNA NUEVA ESPECIE INVASORA DE ORIGEN NEOTROPICAL EN PORTUGAL (INSECTA, NEUROPTERA, HEMEROBIIDAE)				Graellsia				69	2			157	168		10.3989/graellsia.2013.v69.083			JUL-DEC 2013	2013										0	0	0	2	0	2			0367-5041	1989-953X		BCI:BCI201400316020	
J	"Werner, Olaf; Rams, Susana; Kucera, Jan; Larrain, Juan; Afonina, Olga M.; Pisa, Sergio; Maria Ros, Rosa"				"Kucera, Jan/B-3633-2009; ROS, ROSA /J-9780-2014; WERNER, OLAF/K-2374-2014; Rams Sanchez, Susana/K-2424-2014"	"Kucera, Jan/0000-0002-0230-5997; ROS, ROSA /0000-0003-2115-2911; WERNER, OLAF/0000-0003-0601-3964; Rams Sanchez, Susana/0000-0002-6508-0860"			New data on the moss genus Hymenoloma (Bryophyta), with special reference to H. mulahaceni								CRYPTOGAMIE BRYOLOGIE				34	1			13	30					ene-13	2013										3	0	0	3	0	3			1290-0796			WOS:000315174900002	
J	LARA, F				Lara, Francisco/I-3003-2014	Lara, Francisco/0000-0002-1665-5277			NEW LOCALITIES FOR ORTHOTRICHUM-IBERICUM IN SPAIN								CRYPTOGAMIE BRYOLOGIE LICHENOLOGIE				15	4			337	339					oct-94	1994										1	0	0	1	0	1			0181-1576			WOS:A1994PR59600005	
J	"Ruano, Francisca; Tinaut, Alberto; Sanllorente, Olivia; Fernandez-Zambrano, Alejandra"								New localities for Rossomyrmex minuchae Tinaut, 1981 (Hymenoptera, Formicidae).				Nuevas localidades para Rossomyrmex minuchae Tinaut, 1981 (Hymenoptera, Formicidae).				Boletin de la Asociacion Espanola de Entomologia				31	1-feb			209	212					2007	2007										3	0	0	3	0	3			0210-8984			ZOOREC:ZOOR14707054338	
J	ZAMOTAJLOV, AS								NEW PALEARCTIC SPECIES OF THE GROUND BEETLES OF THE TRIBE DELTOMERINI (COLEOPTERA, CARABIDAE)								ZOOLOGICHESKY ZHURNAL				69	3			133	139					mar-90	1990										1	0	0	1	0	1			0044-5134			WOS:A1990CY03400017	
J	"Lorite Moreno, Juan; Navarro Reyes, Francisco Bruno; Valle Tendero, Francisco"								New records for the vascular flora of Sierra Nevada (Almeria): The Murciano-almeriense element								Acta Botanica Malacitana				23	0			256	259					1998	1998										1	0	0	1	0	1			0210-9506			BIOSIS:PREV199900319690	
J	"Monasterio Leon, Yeray; Escobes Jimenez, Ruth"								New records of Artimelia latreillei (Lepidoptera: Arctiidae, Arctiinae) from Andalusia (Spain).				Nuevos registros de Artimelia latreillei (Lepidoptera: Arctiidae, Arctiinae) de Andalucia (Espana).				Boletin de la SEA				45				533	534					30 noviembre 2009	2009										0	0	0	0	0	0			1134-6094			ZOOREC:ZOOR14605036864	
J	"Linares Cuesta, Jose Eduardo; Sanchez Castillo, Pedro M."				Sanchez-Castillo, Pedro M. /N-1598-2014	Sanchez-Castillo, Pedro M. /0000-0001-7183-9717			New reports of diatoms from the Iberian Peninsula in high mountain lakes from Sierra Nevada National Park (Granada, Spain)				Nuevas citas de diatomeas bentonicas para la Peninsula Iberica procedentes de las lagunas de alta montana del Parque Nacional de Sierra Nevada (Granada, Espana)				Boletin de la Real Sociedad Espanola de Historia Natural Seccion Biologica				102	1-abr			5	11					2007	2007										0	0	0	0	0	0			0366-3272			BCI:BCI200800541073	
J	"ALBATERCEDOR, J; SOWA, R"								NEW REPRESENTATIVES OF THE RHITHROGENA-DIAPHANA-GROUP FROM CONTINENTAL EUROPE, WITH A REDESCRIPTION OF RHITHROGENA-DIAPHANA NAVAS, 1917 (EPHEMEROPTERA, HEPTAGENIIDAE)								AQUATIC INSECTS				9	2			65	83		10.1080/01650428709361274			1987	1987										10	0	0	8	0	10			0165-0424			WOS:A1987J266600001	
J	GOZMANY, LA								NEW SYMMOCID SPECIES (LEPIDOPTERA) AND DESCRIPTION OF AN UNKNOWN ABDOMINAL ORGAN								ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE				21	3-abr			263	269					1975	1975										2	0	0	3	0	3			1217-8837			WOS:A1975AV32800004	
J	"Morales-Baquero, R; Carrillo, R; Reche, I; Sanchez-Castillo, P"				"Reche, Isabel/K-7120-2014; Sanchez-Castillo, Pedro M. /N-1598-2014; Carrillo, Presentacion /I-1601-2015; "	"Reche, Isabel/0000-0003-2908-1724; Sanchez-Castillo, Pedro M. /0000-0001-7183-9717; Morales Baquero, Rafael/0000-0002-7075-7899"			Nitrogen-phosphorus relationship in high mountain lakes: effects of the size of catchment basins								CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES				56	10			1809	1817		10.1139/cjfas-56-10-1809			oct-99	1999										39	0	0	27	0	39			0706-652X			WOS:000083494700011	
J	"Moreno, G; Sanchez, A; Castillo, A; Singer, H; Illana, C"								Nivicolous myxomycetes from the Sierra Nevada National Park (Spain)								MYCOTAXON				87				223	242					JUL-SEP 2003	2003										9	0	0	10	0	10			0093-4666			WOS:000185523700024	
J	"Hodar, Jose A.; Torres-Muros, Lucia; Zamora, Regino; Perez-Luque, Antonio J.; Senhadji, Karim"				Perez-Luque, Antonio Jesus/J-8611-2015	Perez-Luque, Antonio Jesus/0000-0002-1747-0469			No evidence of induced defence after defoliation in three pine species against an expanding pest, the pine processionary moth								FOREST ECOLOGY AND MANAGEMENT				356		SI		166	172		10.1016/j.foreco.2015.07.022			NOV 15 2015	2015										0	0	0	0	0	0			0378-1127	1872-7042		WOS:000364885100018	
J	Calle, J.								Noctuidae recolectados en Sierra Nevada (Granada). (Contribucion a los Noctuidae espanoles no. 26).								SHILAP Revista de Lepidopterologia				8	3			201	202					1980	1980										0	0	0	0	0	0			0300-5267			ZOOREC:ZOOR11700033829	
J	Gomez, JM								Non-additive effects of herbivores and pollinators on Erysimum mediohispanicum (Cruciferae) fitness								OECOLOGIA				143	3			412	418		10.1007/s00442-004-1809-7			abr-05	2005										43	0	0	42	0	43			0029-8549			WOS:000228517300009	15678331
J	"Alasaad, Samer; Jowers, Michael J.; Garrido-Garcia, Jose A.; Wandeler, Peter; Fickel, Joerns; Sanchez, Antonio; Soriguer, Ramon C."				"Angelone-Alasaad, Samer/G-4727-2013; CSIC, EBD Donana/C-4157-2011; Soriguer, Ramon/J-1494-2014; Sanchez, Antonio/N-4174-2015; "	"Angelone-Alasaad, Samer/0000-0003-0868-7276; CSIC, EBD Donana/0000-0003-4318-6602; Soriguer, Ramon/0000-0002-9165-7766; Sanchez, Antonio/0000-0002-6715-8158; Jowers, Michael J/0000-0001-8935-5913"			Noninvasive molecular and morphological evidences for an undiscovered population of snow vole in Southern Spain								MITOCHONDRIAL DNA				24	5			596	601		10.3109/19401736.2013.772148			oct-13	2013										0	0	0	0	0	0			1940-1736	1940-1744		WOS:000324536500028	23521599
J	Palomares, F.								Notas sobre la intraduccion y expansion de la ardilla comun en Sierra Nevada, sureste de Espana.								Donana Acta Vertebrata				15	2			254	259					1988	1988										0	0	0	0	0	0			0210-5985			ZOOREC:ZOOR12600005341	
J	HAENNI J-P								NOTE ON THE PRESENCE OF CHORISOPS-TUNISIAE NEW-RECORD BECK. DIPTERA STRATIOMYIDAE IN EUROPE								Bulletin de la Societe Neuchateloise des Sciences Naturelles				113				285	288					1990	1990										0	0	0	0	0	0			0366-3469			BIOSIS:PREV199191028280	
J	Lacourt, J.								Note sur quelques hymenopteres tenthredoides captures dans la Sierra-Nevada (Espagne), avec description d'une nouvelle espece du genre Tenthredo L.								Bulletin Soc Ent France				78	7-ago			289	293					1973	1973										1	0	0	1	0	1						ZOOREC:ZOOR11000011627	
J	De Freina, Josef J.								Notes on biology, distribution and taxonomy of the complex of Heterogynis paradoxa Rambur, 1837, with description of Heterogynis yerayi sp. n. from the Cantabrian Mountains (Lepidoptera: Zygaenoidea, Heterogynidae).				Biologie, Verbreitung und Systematik des Komplexes von Heterogynis paradoxa Rambur, 1837 mit Beschreibung von Heterogynis yerayi sp. n. aus dem Kantabrischen Gebirge, Spanien (Lepidoptera: Zygaenoidea, Heterogynidae).				Nachrichten des Entomologischen Vereins Apollo				32	1-feb			9	24					ago-11	2011										2	0	0	2	0	2			0723-9912			ZOOREC:ZOOR14711078739	
J	Triberti, P.								Notes on Parornix szoecsi Gozmany (Gracillariidae) and allied species, with description of P. incerta, n. sp.								Nota Lepidopterologica				5	1			37	42					1982	1982										0	0	0	1	0	1			0342-7536			ZOOREC:ZOOR11900006176	
J	Jeekel, C.A.W.								Notes on some Chilopoda from the Sierra Nevada, Spain.								Myriapod Memoranda				6				89	101					2003	2003										1	0	0	1	0	1						ZOOREC:ZOOR14012067986	
J	LACOURT J								NOTES ON THE ATRA GROUP OF THE GENUS TENTHREDO HYMENOPTERA TENTHRIDINIDAE WITH A DESCRIPTION OF 2 NEW TAXA								Nouvelle Revue d'Entomologie				10	2			189	200					1980	1980										2	0	0	2	0	3			0374-9797			BIOSIS:PREV198070071999	
J	"Puehringer, Franz; Poell, Norbert"								Notes on the biology of Synansphecia kautzi (REISSER, 1930) (Lepidoptera, Sesiidae).				Zur Biologie von Synansphecia kautzi (Reisser, 1930) (Lepidoptera, Sesiidae).				Zeitschrift der Arbeitsgemeinschaft Oesterreichischer Entomologen				56	1-feb			5	11					2004	2004										0	0	0	0	0	0			0375-5223			BIOSIS:PREV200400411479	
J	"PEREIRA, I; CASARES, M; LLIMONA, X"								NOTES ON THE HYDROPHILIC LICHENS OF THE SIERRA-NEVADA OF SOUTHERN SPAIN (GRANADA)								CRYPTOGAMIE BRYOLOGIE LICHENOLOGIE				8	3			263	273					jul-87	1987										4	0	0	4	0	4			0181-1576			WOS:A1987J533700008	
J	Nieto Feliner, Gonzalo								"Notulae taxinomicae, chorologicae, nomenclaturales, bibliographicae aut philologicae in opus ""Flora Iberica"" intendentes: Are the yellow flowered and purple-violet-flowered orophilous Erysimum from the Sierra Nevada Mountain range conspecific?"								Anales del Jardin Botanico de Madrid				50	2			272	274					1992	1992										0	0	0	0	0	0			0211-1322			BIOSIS:PREV199344121143	
J	"Jose Bullejos, Francisco; Carrillo, Presentacion; Gorokhova, Elena; Manuel Medina-Sanchez, Juan; Villar-Argaiz, Manuel"				"Villar-Argaiz, Manuel/L-9085-2014; Medina-Sanchez, Juan Manuel/A-4703-2013; "	Gorokhova, Elena/0000-0002-4192-6956			Nucleic Acid Content in Crustacean Zooplankton: Bridging Metabolic and Stoichiometric Predictions								PLOS ONE				9	1					e86493	10.1371/journal.pone.0086493			JAN 21 2014	2014										1	0	0	1	0	1			1932-6203			WOS:000330244500247	24466118
J	"Jose Bullejos, Francisco; Carrillo, Presentacion; Gorokhova, Elena; Manuel Medina-Sanchez, Juan; Villar-Argaiz, Manuel"				Carrillo, Presentacion /I-1601-2015				Nucleic Acid Content in Crustacean Zooplankton: Bridging Metabolic and Stoichiometric Predictions.								PLoS ONE				9	1			e86493	e86493					Jan 21 2014	2014										0	0	0	0	0	0			1932-6203			ZOOREC:ZOOR15009043056	
