"Journal";"ISSN";"Cites";"IFactor";"5IFactor";"Index";"Articles";"HalfLife";"Eigenfactor";"Influence";"Categoria"
"TRANSFUS CLIN BIOL";"1246-7820";412;0.712;0.606;0;43;"7.2";0.00054;0.121;"HEMATOLOGY"
"TRANSFUS MED HEMOTH";"1660-3796";546;1.824;1.897;0.64;50;"3.4";0.00173;0.508;"HEMATOLOGY"
"TRANSFUS MED REV";"0887-7963";1092;2.923;3.398;0.714;21;"7.4";0.00242;1.191;"HEMATOLOGY"
"TRANSFUSION";"0041-1132";11584;3.225;3.07;0.954;370;"6.5";0.0206;0.791;"HEMATOLOGY"
"TRANSFUSION MED";"0958-7578";1159;1.647;1.54;0.604;53;"7.5";0.00202;0.463;"HEMATOLOGY"
"TURK J HEMATOL";"1300-7777";136;0.36;0.359;0.077;52;"4.2";0.00033;0.089;"HEMATOLOGY"
"VOX SANG";"0042-9007";3292;2.799;2.837;0.52;102;"7.3";0.00641;0.866;"HEMATOLOGY"
"ACAD MED";"1040-2446";9436;3.06;3.482;1.232;228;"7.7";0.02343;1.388;"HEALTH CARE SCIENCES & SERVICES"
"ADV HEALTH SCI EDUC";"1382-4996";1276;2.124;2.688;0.55;40;"5.5";0.00479;1.134;"HEALTH CARE SCIENCES & SERVICES"
"AM J HOSP PALLIAT ME";"1049-9091";1125;1.383;1.456;0.205;122;"5.2";0.003;0.451;"HEALTH CARE SCIENCES & SERVICES"
"AM J MANAG CARE";"1088-0224";3176;2.264;2.652;0.282;85;"5.7";0.0114;1.134;"HEALTH CARE SCIENCES & SERVICES"
"AM J MED QUAL";"1062-8606";968;1.252;1.806;0.338;65;"5.7";0.00372;0.844;"HEALTH CARE SCIENCES & SERVICES"
"AUST HEALTH REV";"0156-5788";807;0.73;0.958;0.169;89;"6.0";0.00191;0.297;"HEALTH CARE SCIENCES & SERVICES"
"AUST J PRIM HEALTH";"1448-7527";395;0.96;1.075;0.107;56;"4.3";0.00117;0.307;"HEALTH CARE SCIENCES & SERVICES"
"B HIST MED";"0007-5140";470;0.297;0.568;0.053;19;">10.0";0.00053;0.381;"HEALTH CARE SCIENCES & SERVICES"
"BMC HEALTH SERV RES";"1472-6963";6424;1.712;2.143;0.191;649;"4.5";0.02222;0.701;"HEALTH CARE SCIENCES & SERVICES"
"BMC MED RES METHODOL";"1471-2288";4715;2.27;3.151;0.453;137;"6.2";0.01495;1.33;"HEALTH CARE SCIENCES & SERVICES"
"BMC PALLIAT CARE";"1472-684X";382;1.779;NA;0.271;59;"4.0";0.00134;NA;"HEALTH CARE SCIENCES & SERVICES"
"BMJ QUAL SAF";"2044-5415";1740;3.988;3.806;1.468;124;"2.5";0.00878;1.359;"HEALTH CARE SCIENCES & SERVICES"
"CAMB Q HEALTHC ETHIC";"0963-1801";344;0.682;0.667;0.436;39;"6.6";0.00077;0.241;"HEALTH CARE SCIENCES & SERVICES"
"CURR OPIN SUPPORT PA";"1751-4258";550;1.656;NA;0.217;60;"3.6";0.00246;NA;"HEALTH CARE SCIENCES & SERVICES"
"DISABIL HEALTH J";"1936-6574";399;1.291;1.636;0.825;63;"3.5";0.00148;0.529;"HEALTH CARE SCIENCES & SERVICES"
"DRUG INF J";"0092-8615";575;0.5;0.464;NA;0;">10.0";0.00102;0.218;"HEALTH CARE SCIENCES & SERVICES"
"EUR J CANCER CARE";"0961-5423";1598;1.564;1.59;0.57;86;"6.0";0.00363;0.483;"HEALTH CARE SCIENCES & SERVICES"
"EVAL HEALTH PROF";"0163-2787";846;1.909;1.853;0.259;27;"9.2";0.00141;0.655;"HEALTH CARE SCIENCES & SERVICES"
"EXPERT REV PHARM OUT";"1473-7167";895;1.669;NA;0.256;78;"4.1";0.0031;NA;"HEALTH CARE SCIENCES & SERVICES"
"FAM SYST HEALTH";"1091-7527";589;1.131;1.878;0.265;34;"6.9";0.00148;0.67;"HEALTH CARE SCIENCES & SERVICES"
"GEOSPATIAL HEALTH";"1827-1987";383;1.194;1.587;0.184;49;"4.4";0.00116;0.424;"HEALTH CARE SCIENCES & SERVICES"
"HASTINGS CENT REP";"0093-0334";988;1.684;1.441;0.145;69;"9.8";0.003;0.826;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH AFFAIR";"0278-2715";11482;4.966;4.878;1.094;254;"5.2";0.05561;2.647;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH ECON";"1057-9230";4397;2.227;2.703;0.474;95;"8.4";0.01126;1.309;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH EXPECT";"1369-6513";1471;3.41;3.244;0.782;78;"6.3";0.00368;1.176;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH INFORM J";"1460-4582";257;0.565;1.308;0.5;24;"5.4";0.00078;0.42;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH POLICY";"0168-8510";4576;1.907;2.07;0.497;175;"7.6";0.01017;0.742;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH POLICY PLANN";"0268-1080";2997;3.47;3.552;0.451;113;"7.2";0.00721;1.339;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH QUAL LIFE OUT";"1477-7525";4539;2.12;2.835;0.165;182;"6.4";0.01039;0.89;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH SERV RES";"0017-9124";5334;2.781;2.945;0.679;109;"8.4";0.01394;1.571;"HEALTH CARE SCIENCES & SERVICES"
"HEALTH TECHNOL ASSES";"1366-5278";4595;5.027;5.342;0.373;75;"7.6";0.01176;2.205;"HEALTH CARE SCIENCES & SERVICES"
"IMPLEMENT SCI";"1748-5908";3322;4.122;4.624;0.444;178;"3.9";0.01323;1.452;"HEALTH CARE SCIENCES & SERVICES"
"INFORM HEALTH SOC CA";"1753-8157";155;0.735;1.162;0.944;18;"4.2";0.00052;0.314;"HEALTH CARE SCIENCES & SERVICES"
"INQUIRY-J HEALTH CAR";"0046-9580";443;0.55;0.933;NA;NA;">10.0";0.00121;0.735;"HEALTH CARE SCIENCES & SERVICES"
"INT J HEALTH SERV";"0020-7314";914;0.881;1.155;0.068;44;">10.0";0.00166;0.492;"HEALTH CARE SCIENCES & SERVICES"
"INT J INTEGR CARE";"1568-4156";456;1.5;NA;0.333;27;"5.2";0.00111;NA;"HEALTH CARE SCIENCES & SERVICES"
"INT J MED INFORM";"1386-5056";2815;2.004;2.61;0.312;93;"6.1";0.00612;0.74;"HEALTH CARE SCIENCES & SERVICES"
"INT J QUAL HEALTH C";"1353-4505";2665;1.756;2.341;0.707;82;"7.8";0.00442;0.755;"HEALTH CARE SCIENCES & SERVICES"
"INT J TECHNOL ASSESS";"0266-4623";1656;1.308;1.499;0.225;40;"8.8";0.00263;0.478;"HEALTH CARE SCIENCES & SERVICES"
"J AM ACAD NURSE PRAC";"1041-2972";944;1.017;1.121;NA;0;"6.2";0.00202;0.329;"HEALTH CARE SCIENCES & SERVICES"
"J AM ASSOC NURSE PRA";"2327-6886";48;NA;NA;0.272;81;"";9e-05;NA;"HEALTH CARE SCIENCES & SERVICES"
"J AM MED INFORM ASSN";"1067-5027";5832;3.504;3.866;0.65;214;"5.6";0.01497;1.225;"HEALTH CARE SCIENCES & SERVICES"
"J BEHAV HEALTH SER R";"1094-3412";724;1.372;1.37;0.405;42;"7.7";0.0016;0.526;"HEALTH CARE SCIENCES & SERVICES"
"J CLIN EPIDEMIOL";"0895-4356";18983;3.417;6.269;1.203;153;">10.0";0.0333;2.71;"HEALTH CARE SCIENCES & SERVICES"
"J COMP EFFECT RES";"2042-6305";93;0.719;0.719;0.415;53;"";0.00037;0.245;"HEALTH CARE SCIENCES & SERVICES"
"J CONTIN EDUC HEALTH";"0894-1912";905;1.361;1.668;0.119;42;"7.6";0.00166;0.549;"HEALTH CARE SCIENCES & SERVICES"
"J EVAL CLIN PRACT";"1356-1294";2136;1.084;1.258;0.35;100;"5.6";0.00632;0.45;"HEALTH CARE SCIENCES & SERVICES"
"J GEN INTERN MED";"0884-8734";13886;3.449;3.906;0.95;219;"8.0";0.03049;1.747;"HEALTH CARE SCIENCES & SERVICES"
"J HEALTH ECON";"0167-6296";5054;2.579;3.327;0.405;79;"9.2";0.01469;2.117;"HEALTH CARE SCIENCES & SERVICES"
"J HEALTH POLIT POLIC";"0361-6878";791;1.373;1.197;0.51;49;"8.9";0.00192;0.566;"HEALTH CARE SCIENCES & SERVICES"
"J HEALTHC ENG";"2040-2295";93;0.754;0.738;0.071;28;"";0.00043;0.22;"HEALTH CARE SCIENCES & SERVICES"
"J HEALTHC QUAL";"1062-2551";338;1.397;NA;0.444;36;"4.3";0.00149;NA;"HEALTH CARE SCIENCES & SERVICES"
"J HIST MED ALL SCI";"0022-5045";283;0.579;0.775;0.111;18;">10.0";0.00052;0.412;"HEALTH CARE SCIENCES & SERVICES"
"J INTERPROF CARE";"1356-1820";1315;1.399;1.515;0.386;101;"6.2";0.0021;0.337;"HEALTH CARE SCIENCES & SERVICES"
"J MANAGE CARE PHARM";"1083-4087";1364;2.713;3.026;0.37;92;"5.7";0.00373;1.016;"HEALTH CARE SCIENCES & SERVICES"
"J MANIP PHYSIOL THER";"0161-4754";1907;1.48;1.667;0.384;73;"8.1";0.00246;0.392;"HEALTH CARE SCIENCES & SERVICES"
"J MED INTERNET RES";"1438-8871";4643;3.428;4.489;0.593;248;"3.8";0.01368;1.227;"HEALTH CARE SCIENCES & SERVICES"
"J MED SYST";"0148-5598";2164;2.213;1.955;0.885;148;"2.9";0.00427;0.34;"HEALTH CARE SCIENCES & SERVICES"
"J PAIN SYMPTOM MANAG";"0885-3924";7381;2.795;3.077;0.744;203;"7.6";0.01514;1.077;"HEALTH CARE SCIENCES & SERVICES"
"J PALLIAT CARE";"0825-8597";788;0.679;1.149;0.059;34;">10.0";0.00092;0.39;"HEALTH CARE SCIENCES & SERVICES"
"J PALLIAT MED";"1096-6218";3589;1.912;2.329;0.474;173;"5.6";0.0098;0.792;"HEALTH CARE SCIENCES & SERVICES"
"J PATIENT SAF";"1549-8417";395;1.492;NA;0.645;31;"4.3";0.0015;NA;"HEALTH CARE SCIENCES & SERVICES"
"J PUBLIC HEALTH POL";"0197-5897";755;1.775;2.333;1.172;29;"5.5";0.00277;0.968;"HEALTH CARE SCIENCES & SERVICES"
"J RURAL HEALTH";"0890-765X";1189;1.453;1.771;0.196;46;"7.0";0.00275;0.652;"HEALTH CARE SCIENCES & SERVICES"
"J SCHOOL HEALTH";"0022-4391";2490;1.434;2.104;0.227;97;"7.1";0.00474;0.65;"HEALTH CARE SCIENCES & SERVICES"
"J TELEMED TELECARE";"1357-633X";1830;1.542;1.78;0.186;70;"6.9";0.00379;0.558;"HEALTH CARE SCIENCES & SERVICES"
"MED CARE";"0025-7079";16591;3.232;3.687;0.938;177;">10.0";0.02438;1.794;"HEALTH CARE SCIENCES & SERVICES"
"MED CARE RES REV";"1077-5587";1698;2.615;3.188;0.316;38;"7.5";0.00476;1.571;"HEALTH CARE SCIENCES & SERVICES"
"MED DECIS MAKING";"0272-989X";3730;3.24;3.179;0.523;88;"8.2";0.0094;1.472;"HEALTH CARE SCIENCES & SERVICES"
"MED EDUC";"0308-0110";6266;3.196;3.687;1.276;98;"7.9";0.0129;1.396;"HEALTH CARE SCIENCES & SERVICES"
"MED HIST";"0025-7273";458;0.532;0.523;0.042;24;">10.0";0.00068;0.328;"HEALTH CARE SCIENCES & SERVICES"
"MED TEACH";"0142-159X";4181;1.679;1.909;0.386;140;"5.9";0.01084;0.628;"HEALTH CARE SCIENCES & SERVICES"
"METHOD INFORM MED";"0026-1270";1372;2.248;1.744;0.733;60;"7.4";0.00231;0.47;"HEALTH CARE SCIENCES & SERVICES"
"MILBANK Q";"0887-378X";3066;3.383;6.342;0.297;37;">10.0";0.00609;3.198;"HEALTH CARE SCIENCES & SERVICES"
"PALLIATIVE MED";"0269-2163";3392;2.855;3.264;0.963;82;"6.8";0.00706;1.069;"HEALTH CARE SCIENCES & SERVICES"
"PATIENT";"1178-1653";274;1.902;1.837;0.447;38;"3.5";0.00121;0.617;"HEALTH CARE SCIENCES & SERVICES"
"PHARMACOECONOMICS";"1170-7690";3241;2.45;2.574;0.8;90;"8.2";0.00555;0.876;"HEALTH CARE SCIENCES & SERVICES"
"POPUL HEALTH MANAG";"1942-7891";366;1.509;1.483;0.106;47;"3.2";0.00218;0.582;"HEALTH CARE SCIENCES & SERVICES"
"QUAL LIFE RES";"0962-9343";8537;2.486;3.102;0.45;280;"8.4";0.01552;1.042;"HEALTH CARE SCIENCES & SERVICES"
"SCAND J PRIM HEALTH";"0281-3432";965;1.295;1.695;0.061;33;"8.9";0.00161;0.535;"HEALTH CARE SCIENCES & SERVICES"
"SIMUL HEALTHC";"1559-2332";654;1.477;1.847;0.107;56;"4.3";0.00299;0.759;"HEALTH CARE SCIENCES & SERVICES"
"STAT METHODS MED RES";"0962-2802";2454;4.472;3.734;1.281;32;">10.0";0.00704;2.625;"HEALTH CARE SCIENCES & SERVICES"
"SUPPORT CARE CANCER";"0941-4355";6386;2.364;2.651;0.584;361;"4.7";0.01787;0.824;"HEALTH CARE SCIENCES & SERVICES"
"TEACH LEARN MED";"1040-1334";820;0.659;0.917;0.083;60;"8.4";0.00193;0.421;"HEALTH CARE SCIENCES & SERVICES"
"TECHNOL HEALTH CARE";"0928-7329";522;0.697;NA;0.055;91;"7.9";0.00085;NA;"HEALTH CARE SCIENCES & SERVICES"
"TELEMED E-HEALTH";"1530-5627";1938;1.668;1.786;0.34;153;"5.0";0.00488;0.495;"HEALTH CARE SCIENCES & SERVICES"
"THER CLIN RISK MANAG";"1178-203X";1061;1.469;NA;0.279;111;"6.3";0.00188;NA;"HEALTH CARE SCIENCES & SERVICES"
"VALUE HEALTH";"1098-3015";4484;3.279;3.373;0.55;100;"5.1";0.01472;1.152;"HEALTH CARE SCIENCES & SERVICES"
"AGE";"0161-9152";2038;3.39;3.437;0.653;196;"2.6";0.00738;1.042;"GERIATRICS & GERONTOLOGY"
"AGE AGEING";"0002-0729";7912;3.642;4.394;0.865;141;"8.1";0.0142;1.375;"GERIATRICS & GERONTOLOGY"
"AGEING RES REV";"1568-1637";2986;6.634;7.194;1.574;61;"4.1";0.00879;2.027;"GERIATRICS & GERONTOLOGY"
"AGING CELL";"1474-9718";5793;6.34;6.593;1.405;116;"4.7";0.01912;2.32;"GERIATRICS & GERONTOLOGY"
"AGING CLIN EXP RES";"1594-0667";1858;1.215;1.321;0.37;92;"8.1";0.00279;0.381;"GERIATRICS & GERONTOLOGY"
"AGING DIS";"2152-5250";480;3.07;3.538;0.415;41;"3.0";0.00202;0.976;"GERIATRICS & GERONTOLOGY"
"AGING MENT HEALTH";"1360-7863";2818;1.751;2.26;0.367;120;"6.4";0.00664;0.746;"GERIATRICS & GERONTOLOGY"
"AM J ALZHEIMERS DIS";"1533-3175";1324;1.627;1.968;0.392;97;"5.6";0.00306;0.567;"GERIATRICS & GERONTOLOGY"
"AM J GERIAT PSYCHIAT";"1064-7481";5503;4.235;4.409;0.909;176;"6.3";0.01225;1.382;"GERIATRICS & GERONTOLOGY"
"AM J GERIATR PHARMAC";"1543-5946";904;3.128;3.301;NA;0;"5.5";0.00272;1.118;"GERIATRICS & GERONTOLOGY"
"ARCH GERONTOL GERIAT";"0167-4943";3272;1.853;1.858;0.298;168;"5.0";0.00917;0.527;"GERIATRICS & GERONTOLOGY"
"AUSTRALAS J AGEING";"1440-6381";476;0.678;1.183;0.125;64;"6.1";0.00105;0.348;"GERIATRICS & GERONTOLOGY"
"BIOGERONTOLOGY";"1389-5729";1752;3.29;3.408;0.562;48;"5.7";0.00357;0.842;"GERIATRICS & GERONTOLOGY"
"BMC GERIATR";"1471-2318";1627;1.676;NA;0.285;144;"4.4";0.00529;NA;"GERIATRICS & GERONTOLOGY"
"CLIN GERIATR MED";"0749-0690";1416;1.826;2.932;0.25;56;"6.7";0.00345;0.984;"GERIATRICS & GERONTOLOGY"
"CLIN GERONTOLOGIST";"0731-7115";509;0.94;1.022;0.133;30;">10.0";0.00072;0.338;"GERIATRICS & GERONTOLOGY"
"CLIN INTERV AGING";"1178-1998";1381;2.077;2.179;0.289;225;"4.3";0.00345;0.574;"GERIATRICS & GERONTOLOGY"
"DEMENT GERIATR COGN";"1420-8008";4315;3.547;3.244;0.412;68;"6.7";0.00818;0.911;"GERIATRICS & GERONTOLOGY"
"DRUG AGING";"1170-229X";2780;2.838;2.957;0.482;85;"6.5";0.00571;0.851;"GERIATRICS & GERONTOLOGY"
"EUR GERIATR MED";"1878-7649";192;0.733;0.703;0.134;67;"2.8";0.00074;0.18;"GERIATRICS & GERONTOLOGY"
"EUR REV AGING PHYS A";"1813-7253";113;0.676;0.985;0.231;13;"4.6";0.00028;0.274;"GERIATRICS & GERONTOLOGY"
"EXP AGING RES";"0361-073X";864;0.917;1.387;0.107;28;">10.0";0.00106;0.485;"GERIATRICS & GERONTOLOGY"
"EXP GERONTOL";"0531-5565";7283;3.485;3.802;0.654;237;"7.6";0.01159;1.039;"GERIATRICS & GERONTOLOGY"
"FRONT AGING NEUROSCI";"1663-4365";1127;4;4.725;0.586;302;"2.1";0.00446;1.403;"GERIATRICS & GERONTOLOGY"
"GERIATR GERONTOL INT";"1444-1586";1092;2.188;2.026;0.526;156;"2.8";0.00318;0.478;"GERIATRICS & GERONTOLOGY"
"GERIATR NURS";"0197-4572";592;1.2;1.352;0.145;62;"6.6";0.00113;0.391;"GERIATRICS & GERONTOLOGY"
"GERODONTOLOGY";"0734-0664";996;1.085;1.182;0.404;52;"5.9";0.00219;0.338;"GERIATRICS & GERONTOLOGY"
"GERONTOLOGY";"0304-324X";2859;3.059;3.229;0.803;66;"7.6";0.00597;1.038;"GERIATRICS & GERONTOLOGY"
"IMMUN AGEING";"1742-4933";538;3.538;NA;0.16;25;"4.1";0.00136;NA;"GERIATRICS & GERONTOLOGY"
"INT J GERIATR PSYCH";"0885-6230";7313;2.866;3.149;0.631;141;"8.0";0.01256;1.01;"GERIATRICS & GERONTOLOGY"
"INT J GERONTOL";"1873-9598";139;0.531;0.498;0.065;46;"3.3";0.00032;0.087;"GERIATRICS & GERONTOLOGY"
"INT PSYCHOGERIATR";"1041-6102";3758;1.934;2.273;0.469;177;"5.6";0.00921;0.671;"GERIATRICS & GERONTOLOGY"
"J AGING PHYS ACTIV";"1063-8652";1042;1.966;2.785;0.328;61;"7.2";0.00183;0.801;"GERIATRICS & GERONTOLOGY"
"J AM GERIATR SOC";"0002-8614";24352;4.572;4.939;0.832;292;"9.3";0.03881;1.689;"GERIATRICS & GERONTOLOGY"
"J AM MED DIR ASSOC";"1525-8610";3553;4.939;4.321;1.664;143;"2.9";0.00828;0.885;"GERIATRICS & GERONTOLOGY"
"J GERIATR CARDIOL";"1671-5411";219;1.395;NA;0.185;54;"2.4";9e-04;NA;"GERIATRICS & GERONTOLOGY"
"J GERIATR ONCOL";"1879-4068";266;1.859;1.64;0.327;55;"2.2";0.002;0.841;"GERIATRICS & GERONTOLOGY"
"J GERIATR PHYS THER";"1539-8412";487;1.275;2.297;0.304;23;"5.3";0.00132;0.649;"GERIATRICS & GERONTOLOGY"
"J GERIATR PSYCH NEUR";"0891-9887";1333;2.242;3.026;0.545;33;"8.5";0.0023;0.952;"GERIATRICS & GERONTOLOGY"
"J GERONTOL A-BIOL";"1079-5006";13534;5.416;5.406;1.414;198;"8.4";0.02185;1.664;"GERIATRICS & GERONTOLOGY"
"J GERONTOL B-PSYCHOL";"1079-5014";5686;3.213;3.856;0.442;95;"8.9";0.01109;1.505;"GERIATRICS & GERONTOLOGY"
"J GERONTOL NURS";"0098-9134";1071;1.016;1.022;0.227;66;"8.5";0.00152;0.295;"GERIATRICS & GERONTOLOGY"
"J NUTR HEALTH AGING";"1279-7707";3105;2.996;2.994;0.431;130;"4.9";0.00801;0.765;"GERIATRICS & GERONTOLOGY"
"MATURITAS";"0378-5122";4761;2.942;2.973;0.672;177;"5.3";0.01136;0.834;"GERIATRICS & GERONTOLOGY"
"MECH AGEING DEV";"0047-6374";5663;3.397;3.746;0.766;47;"9.4";0.00664;1.063;"GERIATRICS & GERONTOLOGY"
"NEUROBIOL AGING";"0197-4580";17534;5.013;5.224;1.72;400;"5.7";0.04114;1.605;"GERIATRICS & GERONTOLOGY"
"PSYCHOGERIATRICS";"1346-3500";274;0.988;1.257;0.086;35;"4.1";0.00094;0.338;"GERIATRICS & GERONTOLOGY"
"REJUV RES";"1549-1684";1437;3.311;2.845;0.375;64;"4.6";0.00315;0.613;"GERIATRICS & GERONTOLOGY"
"TURK J GERIATR";"1304-2947";125;0.176;0.191;0.014;69;"6.1";0.00014;0.027;"GERIATRICS & GERONTOLOGY"
"Z GERONTOL GERIATR";"0948-6704";607;0.805;0.9;0.176;74;"6.2";0.00105;0.207;"GERIATRICS & GERONTOLOGY"
"AAPG BULL";"0149-1423";8585;2.606;3.158;0.68;97;">10.0";0.00751;1.226;"GEOSCIENCES, MULTIDISCIPLINARY"
"ACTA CARSOLOGICA";"0583-6050";349;0.451;0.994;0.08;25;"6.9";7e-04;0.284;"GEOSCIENCES, MULTIDISCIPLINARY"
"ACTA GEOL SIN-ENGL";"1000-9515";2705;1.682;1.495;0.174;149;"8.4";0.00377;0.365;"GEOSCIENCES, MULTIDISCIPLINARY"
"ACTA MONTAN SLOVACA";"1335-1788";178;0.329;0.374;0.074;27;"5.8";0.00025;0.065;"GEOSCIENCES, MULTIDISCIPLINARY"
"ADV GEOPHYS";"0065-2687";440;5.167;4;0;2;">10.0";0.00046;2.419;"GEOSCIENCES, MULTIDISCIPLINARY"
"ADV SPACE RES";"0273-1177";7959;1.358;1.332;0.432;426;"8.3";0.01543;0.498;"GEOSCIENCES, MULTIDISCIPLINARY"
"AM J SCI";"0002-9599";7019;2.917;4.692;1.045;44;">10.0";0.00512;1.907;"GEOSCIENCES, MULTIDISCIPLINARY"
"ANN GEOPHYS-GERMANY";"0992-7689";5618;1.709;1.741;0.398;123;"8.3";0.0137;0.797;"GEOSCIENCES, MULTIDISCIPLINARY"
"ANN GLACIOL";"0260-3055";3438;2.378;2.572;0.582;55;">10.0";0.00726;1.173;"GEOSCIENCES, MULTIDISCIPLINARY"
"ANNU REV EARTH PL SC";"0084-6597";5801;8.582;9.95;1.133;30;">10.0";0.01202;6.31;"GEOSCIENCES, MULTIDISCIPLINARY"
"ANTARCT SCI";"0954-1020";1977;1.606;1.811;0.257;74;"9.6";0.00361;0.652;"GEOSCIENCES, MULTIDISCIPLINARY"
"ARAB J GEOSCI";"1866-7511";1070;1.224;1.439;0.082;417;"2.5";0.00239;0.211;"GEOSCIENCES, MULTIDISCIPLINARY"
"ARCHAEOL ANTHROP SCI";"1866-9557";232;1.878;1.882;0.172;29;"3.6";0.00138;0.728;"GEOSCIENCES, MULTIDISCIPLINARY"
"ARCHAEOL PROSPECT";"1075-2196";487;1.917;2.217;0.385;26;"5.5";0.00106;0.58;"GEOSCIENCES, MULTIDISCIPLINARY"
"ARCHAEOMETRY";"0003-813X";1944;1.519;1.421;0.24;75;">10.0";0.00232;0.446;"GEOSCIENCES, MULTIDISCIPLINARY"
"ASTROBIOLOGY";"1531-1074";2034;2.585;2.621;0.983;58;"5.2";0.00735;1.096;"GEOSCIENCES, MULTIDISCIPLINARY"
"AUST J EARTH SCI";"0812-0099";2145;1.575;1.656;0.794;63;">10.0";0.00281;0.592;"GEOSCIENCES, MULTIDISCIPLINARY"
"AUSTRIAN J EARTH SCI";"2072-7151";155;0.774;0.874;0.778;18;"4.0";0.00068;0.335;"GEOSCIENCES, MULTIDISCIPLINARY"
"B EARTHQ ENG";"1570-761X";1146;1.884;2.094;0.416;125;"3.9";0.00511;0.843;"GEOSCIENCES, MULTIDISCIPLINARY"
"B ENG GEOL ENVIRON";"1435-9529";882;0.76;1.112;0.16;94;"7.2";0.00155;0.323;"GEOSCIENCES, MULTIDISCIPLINARY"
"B GEOL SOC DENMARK";"2245-7070";379;1.444;1;0;5;">10.0";0.00017;0.359;"GEOSCIENCES, MULTIDISCIPLINARY"
"B GEOSCI";"1214-1119";540;1.515;1.582;0.775;40;"4.0";0.00186;0.506;"GEOSCIENCES, MULTIDISCIPLINARY"
"B SOC GEOL FR";"0037-9409";2267;1.074;1.435;0.231;26;">10.0";0.0017;0.5;"GEOSCIENCES, MULTIDISCIPLINARY"
"B VOLCANOL";"0258-8900";4349;2.519;2.628;0.469;96;">10.0";0.00812;1.046;"GEOSCIENCES, MULTIDISCIPLINARY"
"BASIN RES";"0950-091X";1916;2.732;2.803;1;34;"9.3";0.0038;1.18;"GEOSCIENCES, MULTIDISCIPLINARY"
"BIOGEOCHEMISTRY";"0168-2563";8575;3.488;4.143;0.738;149;"9.7";0.0128;1.373;"GEOSCIENCES, MULTIDISCIPLINARY"
"BIOGEOSCIENCES";"1726-4170";9204;3.978;4.668;0.651;467;"3.6";0.04417;1.733;"GEOSCIENCES, MULTIDISCIPLINARY"
"BOREAS";"0300-9483";2204;2.658;2.667;0.742;62;"8.5";0.00388;0.904;"GEOSCIENCES, MULTIDISCIPLINARY"
"CAN GEOTECH J";"0008-3674";5020;1.332;1.478;0.278;115;">10.0";0.00616;0.703;"GEOSCIENCES, MULTIDISCIPLINARY"
"CAN J EARTH SCI";"0008-4077";5498;1.577;1.822;0.179;78;">10.0";0.00387;0.63;"GEOSCIENCES, MULTIDISCIPLINARY"
"CATENA";"0341-8162";6269;2.82;3.074;0.632;258;"8.3";0.0083;0.827;"GEOSCIENCES, MULTIDISCIPLINARY"
"CENT EUR J GEOSCI";"2081-9900";181;0.663;0.83;0.333;42;"3.5";0.00078;0.247;"GEOSCIENCES, MULTIDISCIPLINARY"
"CLAY CLAY MINER";"0009-8604";4851;1.228;1.623;0.107;28;">10.0";0.00274;0.626;"GEOSCIENCES, MULTIDISCIPLINARY"
"CLAY MINER";"0009-8558";2288;0.969;1.243;0.378;37;">10.0";0.00139;0.396;"GEOSCIENCES, MULTIDISCIPLINARY"
"CLIM PAST";"1814-9324";2501;3.382;3.684;0.832;137;"3.3";0.01344;1.659;"GEOSCIENCES, MULTIDISCIPLINARY"
"COLD REG SCI TECHNOL";"0165-232X";2280;1.367;1.68;0.618;110;"6.7";0.00414;0.461;"GEOSCIENCES, MULTIDISCIPLINARY"
"COMPUT GEOSCI-UK";"0098-3004";6568;2.054;2.214;0.485;196;"7.7";0.01424;0.754;"GEOSCIENCES, MULTIDISCIPLINARY"
"COMPUT GEOTECH";"0266-352X";2368;1.632;1.96;0.357;171;"5.9";0.00767;0.83;"GEOSCIENCES, MULTIDISCIPLINARY"
"COMPUTAT GEOSCI";"1420-0597";920;1.868;1.883;0.194;62;"5.3";0.00436;1.033;"GEOSCIENCES, MULTIDISCIPLINARY"
"CR GEOSCI";"1631-0713";1963;1.652;2.078;0.242;33;"6.8";0.00456;0.795;"GEOSCIENCES, MULTIDISCIPLINARY"
"CRYOSPHERE";"1994-0416";2467;5.516;5.591;0.981;161;"2.6";0.0148;2.366;"GEOSCIENCES, MULTIDISCIPLINARY"
"DOKL EARTH SCI";"1028-334X";1649;0.518;0.533;0.055;345;"5.7";0.00502;0.197;"GEOSCIENCES, MULTIDISCIPLINARY"
"EARTH ENV SCI T R SO";"1755-6910";1677;0.935;1.686;0.385;13;">10.0";0.00125;0.669;"GEOSCIENCES, MULTIDISCIPLINARY"
"EARTH INTERACT";"1087-3562";757;1.844;2.168;0.25;20;"8.8";0.00188;1.05;"GEOSCIENCES, MULTIDISCIPLINARY"
"EARTH MOON PLANETS";"0167-9295";598;0.667;0.822;0.04;25;">10.0";0.00128;0.447;"GEOSCIENCES, MULTIDISCIPLINARY"
